0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7644787430763245,0.6594387888908386,0.00756620429456234,0.8840764164924622,0.7906976938247681,0.9094147682189941,0.9996955990791321,0.9954206943511963,0.9575289487838745,0.9864364862442017,0.9421443939208984
0.8465250730514526,0.8864796161651611,0.931904137134552,0.89044588804245,0.8221899271011353,0.8773536682128906,0.9969558715820312,0.998282790184021,0.9911748766899109,0.9864364862442017,0.9819532632827759
0.8899613618850708,0.9272959232330322,0.9344262480735779,0.8853503465652466,0.8464147448539734,0.903816819190979,0.9957382082939148,0.9988551735877991,0.996690571308136,0.9463624954223633,0.987261176109314
0.9111968874931335,0.9234693646430969,0.9344262480735779,0.9235668778419495,0.8449612259864807,0.9318066239356995,0.9966514706611633,0.998282790184021,0.9983452558517456,0.9679408073425293,0.9952229261398315
0.9111968874931335,0.9234693646430969,0.9344262480735779,0.9235668778419495,0.8449612259864807,0.9318066239356995,0.9966514706611633,0.998282790184021,0.9983452558517456,0.9679408073425293,0.9952229261398315
0.8600386381149292,0.9362244606018066,0.9495586156845093,0.9452229142189026,0.8846899271011353,0.9165394306182861,0.9990867376327515,0.9988551735877991,0.9801434278488159,0.992601752281189,0.9920381903648376
0.8957529067993164,0.9400510191917419,0.9508196711540222,0.9375796318054199,0.8682170510292053,0.9170483350753784,0.9990867376327515,0.9988551735877991,0.9834528565406799,0.9895191192626953,0.9888535141944885
0.8918918967247009,0.9158163070678711,0.9482976198196411,0.9350318312644958,0.867732584476471,0.9236640930175781,0.9981735348701477,0.9994276165962219,0.964699387550354,0.9858199954032898,0.9877919554710388
0.8918918967247009,0.9158163070678711,0.9482976198196411,0.9350318312644958,0.867732584476471,0.9236640930175781,0.9981735348701477,0.9994276165962219,0.964699387550354,0.9858199954032898,0.9877919554710388
0.9276061654090881,0.9285714030265808,0.9218158721923828,0.9337579607963562,0.8580426573753357,0.8972010016441345,0.9990867376327515,0.9977103471755981,0.9597352743148804,0.9747225642204285,0.9904458522796631
0.9295367002487183,0.9298469424247742,0.9243379831314087,0.9324840903282166,0.8590116500854492,0.8982188105583191,0.9993911981582642,0.9977103471755981,0.9591836929321289,0.9765721559524536,0.9904458522796631
0.9218146800994873,0.9311224222183228,0.931904137134552,0.909554123878479,0.8633720874786377,0.8951653838157654,0.9981735348701477,0.9977103471755981,0.9608383774757385,0.97348952293396,0.9893842935562134
0.9198841452598572,0.9323979616165161,0.9331651926040649,0.9197452068328857,0.8619186282157898,0.8951653838157654,0.9981735348701477,0.9977103471755981,0.9597352743148804,0.9741060137748718,0.9899150729179382
0.9160231947898865,0.9221938848495483,0.931904137134552,0.9248407483100891,0.8594961166381836,0.9063613414764404,0.9954338073730469,0.9977103471755981,0.9586321115493774,0.9747225642204285,0.9856687784194946
0.9169884324073792,0.9221938848495483,0.9331651926040649,0.9273885488510132,0.8585271239280701,0.9063613414764404,0.9954338073730469,0.9977103471755981,0.9586321115493774,0.9747225642204285,0.9861995577812195
0.9102316498756409,0.8864796161651611,0.928121030330658,0.9261146783828735,0.8624030947685242,0.9033079147338867,0.9966514706611633,0.9977103471755981,0.9542195200920105,0.9771886467933655,0.9851379990577698
0.9092664122581482,0.8852040767669678,0.931904137134552,0.9286624193191528,0.8590116500854492,0.9027990102767944,0.9969558715820312,0.9977103471755981,0.953667938709259,0.9765721559524536,0.9851379990577698
0.9015443921089172,0.9119898080825806,0.9255989789962769,0.8929936289787292,0.854651153087616,0.9033079147338867,0.9969558715820312,0.9965655207633972,0.9558742642402649,0.9667077660560608,0.9867303371429443
0.9015443921089172,0.9043367505073547,0.9268600344657898,0.8917197585105896,0.8556201457977295,0.9027990102767944,0.9972602725028992,0.9971379637718201,0.9564257860183716,0.9685573577880859,0.987261176109314
0.9063706398010254,0.9119898080825806,0.935687243938446,0.8955414295196533,0.8372092843055725,0.9043257236480713,0.9990867376327515,0.9977103471755981,0.9520132541656494,0.9691738486289978,0.9883227348327637
0.9063706398010254,0.9119898080825806,0.935687243938446,0.8955414295196533,0.8372092843055725,0.9043257236480713,0.9990867376327515,0.9977103471755981,0.9520132541656494,0.9691738486289978,0.9883227348327637
